fips_code,county,state,sum,run_start_time
51810,Virginia Beach,Virginia,8168,2020-08-04 10:00:00
51550,Chesapeake,Virginia,13242,2020-08-04 10:15:00
51650,Hampton,Virginia,7128,2020-08-04 10:15:00
51700,Newport News,Virginia,9269,2020-08-04 10:15:00
51710,Norfolk,Virginia,12453,2020-08-04 10:15:00
51735,Poquoson,Virginia,140,2020-08-04 10:15:00
51740,Portsmouth,Virginia,3138,2020-08-04 10:15:00
51800,Suffolk,Virginia,10092,2020-08-04 10:15:00
51810,Virginia Beach,Virginia,16334,2020-08-04 10:15:00
51550,Chesapeake,Virginia,22249,2020-08-04 10:30:00
51650,Hampton,Virginia,7706,2020-08-04 10:30:00
51700,Newport News,Virginia,6893,2020-08-04 10:30:00
51710,Norfolk,Virginia,17273,2020-08-04 10:30:00
51735,Poquoson,Virginia,140,2020-08-04 10:30:00
51740,Portsmouth,Virginia,5037,2020-08-04 10:30:00
51800,Suffolk,Virginia,11761,2020-08-04 10:30:00
51810,Virginia Beach,Virginia,18089,2020-08-04 10:30:00
51550,Chesapeake,Virginia,24483,2020-08-04 10:45:00
51650,Hampton,Virginia,6538,2020-08-04 10:45:00
51700,Newport News,Virginia,6773,2020-08-04 10:45:00
51710,Norfolk,Virginia,18140,2020-08-04 10:45:00
51735,Poquoson,Virginia,140,2020-08-04 10:45:00
51740,Portsmouth,Virginia,5989,2020-08-04 10:45:00
51800,Suffolk,Virginia,13423,2020-08-04 10:45:00
51810,Virginia Beach,Virginia,33915,2020-08-04 10:45:00
51550,Chesapeake,Virginia,28107,2020-08-04 11:00:00
51650,Hampton,Virginia,9873,2020-08-04 11:00:00
51700,Newport News,Virginia,17792,2020-08-04 11:00:00
51710,Norfolk,Virginia,18389,2020-08-04 11:00:00
51735,Poquoson,Virginia,175,2020-08-04 11:00:00
51740,Portsmouth,Virginia,6423,2020-08-04 11:00:00
51800,Suffolk,Virginia,13802,2020-08-04 11:00:00
51810,Virginia Beach,Virginia,33928,2020-08-04 11:00:00
51550,Chesapeake,Virginia,38233,2020-08-04 11:15:00
51650,Hampton,Virginia,12852,2020-08-04 11:15:00
51700,Newport News,Virginia,25775,2020-08-04 11:15:00
51710,Norfolk,Virginia,21869,2020-08-04 11:15:00
51735,Poquoson,Virginia,171,2020-08-04 11:15:00
51740,Portsmouth,Virginia,6806,2020-08-04 11:15:00
51800,Suffolk,Virginia,18618,2020-08-04 11:15:00
51810,Virginia Beach,Virginia,50623,2020-08-04 11:15:00
51550,Chesapeake,Virginia,43132,2020-08-04 11:30:00
51650,Hampton,Virginia,19655,2020-08-04 11:30:00
51700,Newport News,Virginia,29736,2020-08-04 11:30:00
51710,Norfolk,Virginia,24198,2020-08-04 11:30:00
51735,Poquoson,Virginia,2204,2020-08-04 11:30:00
51740,Portsmouth,Virginia,7812,2020-08-04 11:30:00
51800,Suffolk,Virginia,23477,2020-08-04 11:30:00
51810,Virginia Beach,Virginia,51836,2020-08-04 11:30:00
51550,Chesapeake,Virginia,43746,2020-08-04 11:45:00
51650,Hampton,Virginia,20638,2020-08-04 11:45:00
51700,Newport News,Virginia,28914,2020-08-04 11:45:00
51710,Norfolk,Virginia,28758,2020-08-04 11:45:00
51735,Poquoson,Virginia,2203,2020-08-04 11:45:00
51740,Portsmouth,Virginia,7994,2020-08-04 11:45:00
51800,Suffolk,Virginia,23559,2020-08-04 11:45:00
51810,Virginia Beach,Virginia,57300,2020-08-04 11:45:00
51550,Chesapeake,Virginia,50027,2020-08-04 12:00:00
51650,Hampton,Virginia,20910,2020-08-04 12:00:00
51700,Newport News,Virginia,31355,2020-08-04 12:00:00
51710,Norfolk,Virginia,31049,2020-08-04 12:00:00
51735,Poquoson,Virginia,2431,2020-08-04 12:00:00
51740,Portsmouth,Virginia,10951,2020-08-04 12:00:00
51800,Suffolk,Virginia,23649,2020-08-04 12:00:00
51810,Virginia Beach,Virginia,56846,2020-08-04 12:00:00
51550,Chesapeake,Virginia,52743,2020-08-04 12:15:00
51650,Hampton,Virginia,21043,2020-08-04 12:15:00
51700,Newport News,Virginia,31921,2020-08-04 12:15:00
51710,Norfolk,Virginia,32297,2020-08-04 12:15:00
51735,Poquoson,Virginia,2431,2020-08-04 12:15:00
51740,Portsmouth,Virginia,11631,2020-08-04 12:15:00
51800,Suffolk,Virginia,23402,2020-08-04 12:15:00
51810,Virginia Beach,Virginia,68144,2020-08-04 12:15:00
51550,Chesapeake,Virginia,54387,2020-08-04 12:30:00
51650,Hampton,Virginia,18309,2020-08-04 12:30:00
51700,Newport News,Virginia,32147,2020-08-04 12:30:00
51710,Norfolk,Virginia,30268,2020-08-04 12:30:00
51735,Poquoson,Virginia,2431,2020-08-04 12:30:00
51740,Portsmouth,Virginia,14361,2020-08-04 12:30:00
51800,Suffolk,Virginia,23591,2020-08-04 12:30:00
51810,Virginia Beach,Virginia,74009,2020-08-04 12:30:00
51550,Chesapeake,Virginia,56077,2020-08-04 12:45:00
51650,Hampton,Virginia,18616,2020-08-04 12:45:00
51700,Newport News,Virginia,32377,2020-08-04 12:45:00
51710,Norfolk,Virginia,32649,2020-08-04 12:45:00
51735,Poquoson,Virginia,3141,2020-08-04 12:45:00
51740,Portsmouth,Virginia,14382,2020-08-04 12:45:00
51800,Suffolk,Virginia,23621,2020-08-04 12:45:00
51810,Virginia Beach,Virginia,74643,2020-08-04 12:45:00
51550,Chesapeake,Virginia,57040,2020-08-04 13:00:00
51650,Hampton,Virginia,18670,2020-08-04 13:00:00
51700,Newport News,Virginia,32563,2020-08-04 13:00:00
51710,Norfolk,Virginia,33883,2020-08-04 13:00:00
51735,Poquoson,Virginia,3141,2020-08-04 13:00:00
51740,Portsmouth,Virginia,14428,2020-08-04 13:00:00
51800,Suffolk,Virginia,23637,2020-08-04 13:00:00
51810,Virginia Beach,Virginia,74967,2020-08-04 13:00:00
51550,Chesapeake,Virginia,57117,2020-08-04 13:15:00
51650,Hampton,Virginia,18785,2020-08-04 13:15:00
51700,Newport News,Virginia,32625,2020-08-04 13:15:00
51710,Norfolk,Virginia,33904,2020-08-04 13:15:00
51735,Poquoson,Virginia,3151,2020-08-04 13:15:00
51740,Portsmouth,Virginia,14506,2020-08-04 13:15:00
51800,Suffolk,Virginia,23562,2020-08-04 13:15:00
51810,Virginia Beach,Virginia,71339,2020-08-04 13:15:00
51550,Chesapeake,Virginia,57143,2020-08-04 13:30:00
51650,Hampton,Virginia,17747,2020-08-04 13:30:00
51700,Newport News,Virginia,30780,2020-08-04 13:30:00
51710,Norfolk,Virginia,33064,2020-08-04 13:30:00
51735,Poquoson,Virginia,3158,2020-08-04 13:30:00
51740,Portsmouth,Virginia,14542,2020-08-04 13:30:00
51800,Suffolk,Virginia,25144,2020-08-04 13:30:00
51810,Virginia Beach,Virginia,71909,2020-08-04 13:30:00
51550,Chesapeake,Virginia,55473,2020-08-04 13:45:00
51650,Hampton,Virginia,17987,2020-08-04 13:45:00
51700,Newport News,Virginia,30825,2020-08-04 13:45:00
51710,Norfolk,Virginia,33075,2020-08-04 13:45:00
51735,Poquoson,Virginia,3158,2020-08-04 13:45:00
51740,Portsmouth,Virginia,14663,2020-08-04 13:45:00
51800,Suffolk,Virginia,25153,2020-08-04 13:45:00
51810,Virginia Beach,Virginia,71837,2020-08-04 13:45:00
51550,Chesapeake,Virginia,54641,2020-08-04 14:00:00
51650,Hampton,Virginia,19291,2020-08-04 14:00:00
51700,Newport News,Virginia,30867,2020-08-04 14:00:00
51710,Norfolk,Virginia,30789,2020-08-04 14:00:00
51735,Poquoson,Virginia,3157,2020-08-04 14:00:00
51740,Portsmouth,Virginia,14658,2020-08-04 14:00:00
51800,Suffolk,Virginia,25212,2020-08-04 14:00:00
51810,Virginia Beach,Virginia,71912,2020-08-04 14:00:00
51550,Chesapeake,Virginia,54872,2020-08-04 14:15:00
51650,Hampton,Virginia,19496,2020-08-04 14:15:00
51700,Newport News,Virginia,30855,2020-08-04 14:15:00
51710,Norfolk,Virginia,27636,2020-08-04 14:15:00
51735,Poquoson,Virginia,3157,2020-08-04 14:15:00
51740,Portsmouth,Virginia,14667,2020-08-04 14:15:00
51800,Suffolk,Virginia,25033,2020-08-04 14:15:00
51810,Virginia Beach,Virginia,72299,2020-08-04 14:15:00
51550,Chesapeake,Virginia,54867,2020-08-04 14:30:00
51650,Hampton,Virginia,19894,2020-08-04 14:30:00
51700,Newport News,Virginia,31691,2020-08-04 14:30:00
51710,Norfolk,Virginia,25448,2020-08-04 14:30:00
51735,Poquoson,Virginia,3157,2020-08-04 14:30:00
51740,Portsmouth,Virginia,14672,2020-08-04 14:30:00
51800,Suffolk,Virginia,24215,2020-08-04 14:30:00
51810,Virginia Beach,Virginia,71061,2020-08-04 14:30:00
51550,Chesapeake,Virginia,54931,2020-08-04 14:45:00
51650,Hampton,Virginia,19930,2020-08-04 14:45:00
51700,Newport News,Virginia,31711,2020-08-04 14:45:00
51710,Norfolk,Virginia,25420,2020-08-04 14:45:00
51735,Poquoson,Virginia,3147,2020-08-04 14:45:00
51740,Portsmouth,Virginia,14724,2020-08-04 14:45:00
51800,Suffolk,Virginia,24224,2020-08-04 14:45:00
51810,Virginia Beach,Virginia,64198,2020-08-04 14:45:00
51550,Chesapeake,Virginia,54967,2020-08-04 15:00:00
51650,Hampton,Virginia,19917,2020-08-04 15:00:00
51700,Newport News,Virginia,29821,2020-08-04 15:00:00
51710,Norfolk,Virginia,25482,2020-08-04 15:00:00
51735,Poquoson,Virginia,3147,2020-08-04 15:00:00
51740,Portsmouth,Virginia,14724,2020-08-04 15:00:00
51800,Suffolk,Virginia,22831,2020-08-04 15:00:00
51810,Virginia Beach,Virginia,59364,2020-08-04 15:00:00
51550,Chesapeake,Virginia,55059,2020-08-04 15:15:00
51650,Hampton,Virginia,20443,2020-08-04 15:15:00
51700,Newport News,Virginia,29826,2020-08-04 15:15:00
51710,Norfolk,Virginia,25438,2020-08-04 15:15:00
51735,Poquoson,Virginia,3147,2020-08-04 15:15:00
51740,Portsmouth,Virginia,14751,2020-08-04 15:15:00
51800,Suffolk,Virginia,23319,2020-08-04 15:15:00
51810,Virginia Beach,Virginia,60101,2020-08-04 15:15:00
51550,Chesapeake,Virginia,55059,2020-08-04 15:30:00
51650,Hampton,Virginia,20449,2020-08-04 15:30:00
51700,Newport News,Virginia,29907,2020-08-04 15:30:00
51710,Norfolk,Virginia,22563,2020-08-04 15:30:00
51735,Poquoson,Virginia,3147,2020-08-04 15:30:00
51740,Portsmouth,Virginia,14751,2020-08-04 15:30:00
51800,Suffolk,Virginia,23334,2020-08-04 15:30:00
51810,Virginia Beach,Virginia,59814,2020-08-04 15:30:00
51550,Chesapeake,Virginia,54047,2020-08-04 15:45:00
51650,Hampton,Virginia,20540,2020-08-04 15:45:00
51700,Newport News,Virginia,29972,2020-08-04 15:45:00
51710,Norfolk,Virginia,21638,2020-08-04 15:45:00
51735,Poquoson,Virginia,3147,2020-08-04 15:45:00
51740,Portsmouth,Virginia,14756,2020-08-04 15:45:00
51800,Suffolk,Virginia,21558,2020-08-04 15:45:00
51810,Virginia Beach,Virginia,52649,2020-08-04 15:45:00
51550,Chesapeake,Virginia,54159,2020-08-04 16:00:00
51650,Hampton,Virginia,21636,2020-08-04 16:00:00
51700,Newport News,Virginia,28808,2020-08-04 16:00:00
51710,Norfolk,Virginia,21683,2020-08-04 16:00:00
51735,Poquoson,Virginia,3147,2020-08-04 16:00:00
51740,Portsmouth,Virginia,14756,2020-08-04 16:00:00
51800,Suffolk,Virginia,21568,2020-08-04 16:00:00
51810,Virginia Beach,Virginia,54594,2020-08-04 16:00:00
51550,Chesapeake,Virginia,50832,2020-08-04 16:15:00
51650,Hampton,Virginia,21673,2020-08-04 16:15:00
51700,Newport News,Virginia,28145,2020-08-04 16:15:00
51710,Norfolk,Virginia,20794,2020-08-04 16:15:00
51735,Poquoson,Virginia,3147,2020-08-04 16:15:00
51740,Portsmouth,Virginia,14768,2020-08-04 16:15:00
51800,Suffolk,Virginia,22424,2020-08-04 16:15:00
51810,Virginia Beach,Virginia,54485,2020-08-04 16:15:00
51550,Chesapeake,Virginia,50835,2020-08-04 16:30:00
51650,Hampton,Virginia,21672,2020-08-04 16:30:00
51700,Newport News,Virginia,26721,2020-08-04 16:30:00
51710,Norfolk,Virginia,20734,2020-08-04 16:30:00
51735,Poquoson,Virginia,3147,2020-08-04 16:30:00
51740,Portsmouth,Virginia,14772,2020-08-04 16:30:00
51800,Suffolk,Virginia,22233,2020-08-04 16:30:00
51810,Virginia Beach,Virginia,54495,2020-08-04 16:30:00
51550,Chesapeake,Virginia,50585,2020-08-04 16:45:00
51650,Hampton,Virginia,21283,2020-08-04 16:45:00
51700,Newport News,Virginia,26938,2020-08-04 16:45:00
51710,Norfolk,Virginia,20367,2020-08-04 16:45:00
51735,Poquoson,Virginia,3148,2020-08-04 16:45:00
51740,Portsmouth,Virginia,14777,2020-08-04 16:45:00
51800,Suffolk,Virginia,22232,2020-08-04 16:45:00
51810,Virginia Beach,Virginia,54560,2020-08-04 16:45:00
51550,Chesapeake,Virginia,42520,2020-08-04 17:00:00
51650,Hampton,Virginia,21300,2020-08-04 17:00:00
51700,Newport News,Virginia,26961,2020-08-04 17:00:00
51710,Norfolk,Virginia,21934,2020-08-04 17:00:00
51735,Poquoson,Virginia,3148,2020-08-04 17:00:00
51740,Portsmouth,Virginia,14800,2020-08-04 17:00:00
51800,Suffolk,Virginia,19800,2020-08-04 17:00:00
51810,Virginia Beach,Virginia,52856,2020-08-04 17:00:00
51550,Chesapeake,Virginia,41156,2020-08-04 17:15:00
51650,Hampton,Virginia,21274,2020-08-04 17:15:00
51700,Newport News,Virginia,26883,2020-08-04 17:15:00
51710,Norfolk,Virginia,22309,2020-08-04 17:15:00
51735,Poquoson,Virginia,3148,2020-08-04 17:15:00
51740,Portsmouth,Virginia,14837,2020-08-04 17:15:00
51800,Suffolk,Virginia,19384,2020-08-04 17:15:00
51810,Virginia Beach,Virginia,52808,2020-08-04 17:15:00
51550,Chesapeake,Virginia,39202,2020-08-04 17:30:00
51650,Hampton,Virginia,21209,2020-08-04 17:30:00
51700,Newport News,Virginia,26857,2020-08-04 17:30:00
51710,Norfolk,Virginia,19455,2020-08-04 17:30:00
51735,Poquoson,Virginia,3148,2020-08-04 17:30:00
51740,Portsmouth,Virginia,14870,2020-08-04 17:30:00
51800,Suffolk,Virginia,19493,2020-08-04 17:30:00
51810,Virginia Beach,Virginia,52327,2020-08-04 17:30:00
51550,Chesapeake,Virginia,38121,2020-08-04 17:45:00
51650,Hampton,Virginia,23760,2020-08-04 17:45:00
51700,Newport News,Virginia,26652,2020-08-04 17:45:00
51710,Norfolk,Virginia,19568,2020-08-04 17:45:00
51735,Poquoson,Virginia,3148,2020-08-04 17:45:00
51740,Portsmouth,Virginia,14863,2020-08-04 17:45:00
51800,Suffolk,Virginia,19449,2020-08-04 17:45:00
51810,Virginia Beach,Virginia,50934,2020-08-04 17:45:00
51550,Chesapeake,Virginia,38878,2020-08-04 18:00:00
51650,Hampton,Virginia,24593,2020-08-04 18:00:00
51700,Newport News,Virginia,26529,2020-08-04 18:00:00
51710,Norfolk,Virginia,16365,2020-08-04 18:00:00
51735,Poquoson,Virginia,3148,2020-08-04 18:00:00
51740,Portsmouth,Virginia,14859,2020-08-04 18:00:00
51800,Suffolk,Virginia,19446,2020-08-04 18:00:00
51810,Virginia Beach,Virginia,51325,2020-08-04 18:00:00
51550,Chesapeake,Virginia,37932,2020-08-04 18:15:00
51650,Hampton,Virginia,23090,2020-08-04 18:15:00
51700,Newport News,Virginia,27696,2020-08-04 18:15:00
51710,Norfolk,Virginia,15219,2020-08-04 18:15:00
51735,Poquoson,Virginia,3144,2020-08-04 18:15:00
51740,Portsmouth,Virginia,14872,2020-08-04 18:15:00
51800,Suffolk,Virginia,19329,2020-08-04 18:15:00
51810,Virginia Beach,Virginia,51030,2020-08-04 18:15:00
51550,Chesapeake,Virginia,39838,2020-08-04 18:30:00
51650,Hampton,Virginia,22094,2020-08-04 18:30:00
51700,Newport News,Virginia,27667,2020-08-04 18:30:00
51710,Norfolk,Virginia,14810,2020-08-04 18:30:00
51735,Poquoson,Virginia,3145,2020-08-04 18:30:00
51740,Portsmouth,Virginia,14369,2020-08-04 18:30:00
51800,Suffolk,Virginia,19313,2020-08-04 18:30:00
51810,Virginia Beach,Virginia,51402,2020-08-04 18:30:00
51550,Chesapeake,Virginia,36595,2020-08-04 18:45:00
51650,Hampton,Virginia,21859,2020-08-04 18:45:00
51700,Newport News,Virginia,26319,2020-08-04 18:45:00
51710,Norfolk,Virginia,13638,2020-08-04 18:45:00
51735,Poquoson,Virginia,3145,2020-08-04 18:45:00
51740,Portsmouth,Virginia,14354,2020-08-04 18:45:00
51800,Suffolk,Virginia,19366,2020-08-04 18:45:00
51810,Virginia Beach,Virginia,51422,2020-08-04 18:45:00
51550,Chesapeake,Virginia,35867,2020-08-04 19:00:00
51650,Hampton,Virginia,21791,2020-08-04 19:00:00
51700,Newport News,Virginia,20106,2020-08-04 19:00:00
51710,Norfolk,Virginia,12896,2020-08-04 19:00:00
51735,Poquoson,Virginia,1203,2020-08-04 19:00:00
51740,Portsmouth,Virginia,14352,2020-08-04 19:00:00
51800,Suffolk,Virginia,19372,2020-08-04 19:00:00
51810,Virginia Beach,Virginia,51781,2020-08-04 19:00:00
51550,Chesapeake,Virginia,35848,2020-08-04 19:15:00
51650,Hampton,Virginia,21788,2020-08-04 19:15:00
51700,Newport News,Virginia,22208,2020-08-04 19:15:00
51710,Norfolk,Virginia,13285,2020-08-04 19:15:00
51735,Poquoson,Virginia,1210,2020-08-04 19:15:00
51740,Portsmouth,Virginia,14363,2020-08-04 19:15:00
51800,Suffolk,Virginia,15803,2020-08-04 19:15:00
51810,Virginia Beach,Virginia,51806,2020-08-04 19:15:00
51550,Chesapeake,Virginia,34027,2020-08-04 19:30:00
51650,Hampton,Virginia,20190,2020-08-04 19:30:00
51700,Newport News,Virginia,22849,2020-08-04 19:30:00
51710,Norfolk,Virginia,12282,2020-08-04 19:30:00
51735,Poquoson,Virginia,3152,2020-08-04 19:30:00
51740,Portsmouth,Virginia,14374,2020-08-04 19:30:00
51800,Suffolk,Virginia,15796,2020-08-04 19:30:00
51810,Virginia Beach,Virginia,51099,2020-08-04 19:30:00
51550,Chesapeake,Virginia,32867,2020-08-04 19:45:00
51650,Hampton,Virginia,20216,2020-08-04 19:45:00
51700,Newport News,Virginia,22923,2020-08-04 19:45:00
51710,Norfolk,Virginia,11141,2020-08-04 19:45:00
51735,Poquoson,Virginia,3152,2020-08-04 19:45:00
51740,Portsmouth,Virginia,14381,2020-08-04 19:45:00
51800,Suffolk,Virginia,15685,2020-08-04 19:45:00
51810,Virginia Beach,Virginia,51086,2020-08-04 19:45:00
51550,Chesapeake,Virginia,28579,2020-08-04 20:00:00
51650,Hampton,Virginia,20212,2020-08-04 20:00:00
51700,Newport News,Virginia,22953,2020-08-04 20:00:00
51710,Norfolk,Virginia,10745,2020-08-04 20:00:00
51735,Poquoson,Virginia,2883,2020-08-04 20:00:00
51740,Portsmouth,Virginia,14393,2020-08-04 20:00:00
51800,Suffolk,Virginia,15692,2020-08-04 20:00:00
51810,Virginia Beach,Virginia,51387,2020-08-04 20:00:00
51550,Chesapeake,Virginia,31585,2020-08-04 20:15:00
51650,Hampton,Virginia,17819,2020-08-04 20:15:00
51700,Newport News,Virginia,25471,2020-08-04 20:15:00
51710,Norfolk,Virginia,10169,2020-08-04 20:15:00
51735,Poquoson,Virginia,2883,2020-08-04 20:15:00
51740,Portsmouth,Virginia,14372,2020-08-04 20:15:00
51800,Suffolk,Virginia,15629,2020-08-04 20:15:00
51810,Virginia Beach,Virginia,45862,2020-08-04 20:15:00
51550,Chesapeake,Virginia,29526,2020-08-04 20:30:00
51650,Hampton,Virginia,18253,2020-08-04 20:30:00
51700,Newport News,Virginia,22708,2020-08-04 20:30:00
51710,Norfolk,Virginia,7791,2020-08-04 20:30:00
51735,Poquoson,Virginia,2883,2020-08-04 20:30:00
51740,Portsmouth,Virginia,14372,2020-08-04 20:30:00
51800,Suffolk,Virginia,15640,2020-08-04 20:30:00
51810,Virginia Beach,Virginia,45531,2020-08-04 20:30:00
51550,Chesapeake,Virginia,25342,2020-08-04 20:45:00
51650,Hampton,Virginia,17300,2020-08-04 20:45:00
51700,Newport News,Virginia,22725,2020-08-04 20:45:00
51710,Norfolk,Virginia,7768,2020-08-04 20:45:00
51735,Poquoson,Virginia,966,2020-08-04 20:45:00
51740,Portsmouth,Virginia,14189,2020-08-04 20:45:00
51800,Suffolk,Virginia,15721,2020-08-04 20:45:00
51810,Virginia Beach,Virginia,44959,2020-08-04 20:45:00
51550,Chesapeake,Virginia,21727,2020-08-04 21:00:00
51650,Hampton,Virginia,17235,2020-08-04 21:00:00
51700,Newport News,Virginia,23616,2020-08-04 21:00:00
51710,Norfolk,Virginia,7578,2020-08-04 21:00:00
51735,Poquoson,Virginia,966,2020-08-04 21:00:00
51740,Portsmouth,Virginia,14360,2020-08-04 21:00:00
51800,Suffolk,Virginia,15722,2020-08-04 21:00:00
51810,Virginia Beach,Virginia,45845,2020-08-04 21:00:00
51550,Chesapeake,Virginia,21779,2020-08-04 21:15:00
51650,Hampton,Virginia,16739,2020-08-04 21:15:00
51700,Newport News,Virginia,22672,2020-08-04 21:15:00
51710,Norfolk,Virginia,7145,2020-08-04 21:15:00
51735,Poquoson,Virginia,970,2020-08-04 21:15:00
51740,Portsmouth,Virginia,14248,2020-08-04 21:15:00
51800,Suffolk,Virginia,15724,2020-08-04 21:15:00
51810,Virginia Beach,Virginia,44563,2020-08-04 21:15:00
51550,Chesapeake,Virginia,21526,2020-08-04 21:30:00
51650,Hampton,Virginia,16821,2020-08-04 21:30:00
51700,Newport News,Virginia,22661,2020-08-04 21:30:00
51710,Norfolk,Virginia,7084,2020-08-04 21:30:00
51735,Poquoson,Virginia,970,2020-08-04 21:30:00
51740,Portsmouth,Virginia,14259,2020-08-04 21:30:00
51800,Suffolk,Virginia,15656,2020-08-04 21:30:00
51810,Virginia Beach,Virginia,42880,2020-08-04 21:30:00
51550,Chesapeake,Virginia,21822,2020-08-04 21:45:00
51650,Hampton,Virginia,15851,2020-08-04 21:45:00
51700,Newport News,Virginia,22658,2020-08-04 21:45:00
51710,Norfolk,Virginia,7138,2020-08-04 21:45:00
51735,Poquoson,Virginia,970,2020-08-04 21:45:00
51740,Portsmouth,Virginia,13839,2020-08-04 21:45:00
51800,Suffolk,Virginia,15649,2020-08-04 21:45:00
51810,Virginia Beach,Virginia,40808,2020-08-04 21:45:00
51550,Chesapeake,Virginia,20934,2020-08-04 22:00:00
51650,Hampton,Virginia,16688,2020-08-04 22:00:00
51700,Newport News,Virginia,22645,2020-08-04 22:00:00
51710,Norfolk,Virginia,6877,2020-08-04 22:00:00
51735,Poquoson,Virginia,970,2020-08-04 22:00:00
51740,Portsmouth,Virginia,13851,2020-08-04 22:00:00
51800,Suffolk,Virginia,15282,2020-08-04 22:00:00
51810,Virginia Beach,Virginia,41261,2020-08-04 22:00:00
51550,Chesapeake,Virginia,20977,2020-08-04 22:15:00
51650,Hampton,Virginia,16732,2020-08-04 22:15:00
51700,Newport News,Virginia,22650,2020-08-04 22:15:00
51710,Norfolk,Virginia,6780,2020-08-04 22:15:00
51735,Poquoson,Virginia,970,2020-08-04 22:15:00
51740,Portsmouth,Virginia,13861,2020-08-04 22:15:00
51800,Suffolk,Virginia,14600,2020-08-04 22:15:00
51810,Virginia Beach,Virginia,41383,2020-08-04 22:15:00
51550,Chesapeake,Virginia,20859,2020-08-04 22:30:00
51650,Hampton,Virginia,15924,2020-08-04 22:30:00
51700,Newport News,Virginia,22519,2020-08-04 22:30:00
51710,Norfolk,Virginia,6720,2020-08-04 22:30:00
51735,Poquoson,Virginia,970,2020-08-04 22:30:00
51740,Portsmouth,Virginia,13871,2020-08-04 22:30:00
51800,Suffolk,Virginia,14638,2020-08-04 22:30:00
51810,Virginia Beach,Virginia,41405,2020-08-04 22:30:00
51550,Chesapeake,Virginia,20509,2020-08-04 22:45:00
51650,Hampton,Virginia,14740,2020-08-04 22:45:00
51700,Newport News,Virginia,22527,2020-08-04 22:45:00
51710,Norfolk,Virginia,6663,2020-08-04 22:45:00
51735,Poquoson,Virginia,970,2020-08-04 22:45:00
51740,Portsmouth,Virginia,13622,2020-08-04 22:45:00
51800,Suffolk,Virginia,14639,2020-08-04 22:45:00
51810,Virginia Beach,Virginia,39546,2020-08-04 22:45:00
51550,Chesapeake,Virginia,20512,2020-08-04 23:00:00
51650,Hampton,Virginia,14772,2020-08-04 23:00:00
51700,Newport News,Virginia,22569,2020-08-04 23:00:00
51710,Norfolk,Virginia,6456,2020-08-04 23:00:00
51735,Poquoson,Virginia,970,2020-08-04 23:00:00
51740,Portsmouth,Virginia,13622,2020-08-04 23:00:00
51800,Suffolk,Virginia,14287,2020-08-04 23:00:00
51810,Virginia Beach,Virginia,39515,2020-08-04 23:00:00
51550,Chesapeake,Virginia,20078,2020-08-04 23:15:00
51650,Hampton,Virginia,13163,2020-08-04 23:15:00
51700,Newport News,Virginia,22552,2020-08-04 23:15:00
51710,Norfolk,Virginia,6442,2020-08-04 23:15:00
51735,Poquoson,Virginia,970,2020-08-04 23:15:00
51740,Portsmouth,Virginia,13648,2020-08-04 23:15:00
51800,Suffolk,Virginia,9659,2020-08-04 23:15:00
51810,Virginia Beach,Virginia,38957,2020-08-04 23:15:00
51550,Chesapeake,Virginia,20619,2020-08-04 23:30:00
51650,Hampton,Virginia,14546,2020-08-04 23:30:00
51700,Newport News,Virginia,21552,2020-08-04 23:30:00
51710,Norfolk,Virginia,6343,2020-08-04 23:30:00
51735,Poquoson,Virginia,970,2020-08-04 23:30:00
51740,Portsmouth,Virginia,13869,2020-08-04 23:30:00
51800,Suffolk,Virginia,12310,2020-08-04 23:30:00
51810,Virginia Beach,Virginia,39428,2020-08-04 23:30:00
51550,Chesapeake,Virginia,19292,2020-08-04 23:45:00
51650,Hampton,Virginia,14637,2020-08-04 23:45:00
51700,Newport News,Virginia,21795,2020-08-04 23:45:00
51710,Norfolk,Virginia,5636,2020-08-04 23:45:00
51735,Poquoson,Virginia,970,2020-08-04 23:45:00
51740,Portsmouth,Virginia,13709,2020-08-04 23:45:00
51800,Suffolk,Virginia,12442,2020-08-04 23:45:00
51810,Virginia Beach,Virginia,39582,2020-08-04 23:45:00
51550,Chesapeake,Virginia,19325,2020-08-05 00:00:00
51650,Hampton,Virginia,14647,2020-08-05 00:00:00
51700,Newport News,Virginia,17826,2020-08-05 00:00:00
51710,Norfolk,Virginia,5734,2020-08-05 00:00:00
51735,Poquoson,Virginia,970,2020-08-05 00:00:00
51740,Portsmouth,Virginia,12775,2020-08-05 00:00:00
51800,Suffolk,Virginia,13855,2020-08-05 00:00:00
51810,Virginia Beach,Virginia,39520,2020-08-05 00:00:00
51550,Chesapeake,Virginia,19291,2020-08-05 00:15:00
51650,Hampton,Virginia,14630,2020-08-05 00:15:00
51700,Newport News,Virginia,19863,2020-08-05 00:15:00
51710,Norfolk,Virginia,5972,2020-08-05 00:15:00
51735,Poquoson,Virginia,367,2020-08-05 00:15:00
51740,Portsmouth,Virginia,11598,2020-08-05 00:15:00
51800,Suffolk,Virginia,11572,2020-08-05 00:15:00
51810,Virginia Beach,Virginia,38201,2020-08-05 00:15:00
51550,Chesapeake,Virginia,19277,2020-08-05 00:30:00
51650,Hampton,Virginia,14630,2020-08-05 00:30:00
51700,Newport News,Virginia,19925,2020-08-05 00:30:00
51710,Norfolk,Virginia,5614,2020-08-05 00:30:00
51735,Poquoson,Virginia,367,2020-08-05 00:30:00
